"siteName","stateCode","siteVisitName","latitude_Degree","longitude_Degree","siteVisitStartDate","unique_species_count"
"NSABBS0001","NS",20180511,-31.28119,148.9766,"2018-05-11T15:21:54",18
"NSABBS0002","NS",20180512,-31.27945,148.9925,"2018-05-12T13:41:09",17
"NSABBS0003","NS",20180513,-30.45465,149.2268,"2018-05-13T15:25:40",11
"NSABBS0004","NS",20180514,-30.46096,149.2469,"2018-05-14T11:40:15",8
"NSABBS0005","NS",20180515,-30.49878,149.28,"2018-05-15T09:52:21",9
"NSABBS0006","NS",20180515,-30.51027,149.2673,"2018-05-15T15:49:17",11
"NSABHC0001","NS",20120529,-31.89335,141.4338,"2012-05-29T00:00:00",23
"NSABHC0002","NS",20120531,-31.92703,141.433,"2012-05-31T00:00:00",22
"NSABHC0003","NS",20120604,-31.82872,141.434,"2012-06-04T00:00:00",19
"NSABHC0004","NS",20120606,-31.84728,141.9481,"2012-06-06T00:00:00",41
"NSABHC0005","NS",20120730,-31.84496,141.9405,"2012-07-30T00:00:00",21
"NSABHC0006","NS",20120801,-31.88421,141.7823,"2012-08-01T00:00:00",23
"NSABHC0007","NS",20120802,-31.90113,141.7644,"2012-08-02T00:00:00",36
"NSABHC0008","NS",20120831,-31.88592,141.5288,"2012-08-31T00:00:00",29
"NSABHC0009","NS",20120903,-31.08023,141.6974,"2012-09-03T00:00:00",37
"NSABHC0009","NS",20160913,-31.08023,141.6974,"2016-09-13T11:11:06",46
"NSABHC0010","NS",20120904,-31.07672,141.7003,"2012-09-04T00:00:00",17
"NSABHC0011","NS",20120918,-31.02532,141.6781,"2012-09-18T00:00:00",25
"NSABHC0012","NS",20120919,-31.07957,141.7411,"2012-09-19T00:00:00",39
"NSABHC0012","NS",20160915,-31.07957,141.7411,"2016-09-15T09:49:34",41
"NSABHC0013","NS",20120920,-31.32392,141.6008,"2012-09-20T00:00:00",24
"NSABHC0014","NS",20120921,-31.33115,141.5915,"2012-09-21T00:00:00",21
"NSABHC0015","NS",20130205,-31.83394,141.0592,"2013-02-05T00:00:00",26
"NSABHC0016","NS",20131206,-31.83403,141.0614,"2013-12-06T00:00:00",14
"NSABHC0017","NS",20130207,-31.84331,141.1926,"2013-02-07T00:00:00",19
"NSABHC0018","NS",20130313,-32.24909,142.0537,"2013-03-13T13:40:00",11
"NSABHC0019","NS",20130313,-32.51485,141.5496,"2013-03-13T13:43:00",18
"NSABHC0020","NS",20130314,-32.26481,141.5007,"2013-03-14T00:00:00",18
"NSABHC0021","NS",20140419,-32.12007,141.8683,"2014-04-19T00:00:00",33
"NSABHC0022","NS",20140419,-30.66608,142.4724,"2014-04-19T00:00:00",18
"NSABHC0023","NS",20140421,-31.34395,142.1366,"2014-04-21T00:00:00",26
"NSABHC0024","NS",20140422,-31.34679,142.1485,"2014-04-22T00:00:00",32
"NSABHC0025","NS",20140602,-32.42053,141.5354,"2014-06-02T00:00:00",23
"NSABHC0026","NS",20140604,-31.77803,142.268,"2014-06-04T00:00:00",41
"NSABHC0028","NS",20160912,-31.06598,141.7173,"2016-09-12T13:10:42",19
"NSABHC0029","NS",20160912,-31.06217,141.6694,"2016-09-12T15:35:12",18
"NSACHC0001","NS",20180417,-29.44539,142.2648,"2018-04-17T09:44:11",9
"NSACHC0002","NS",20180417,-29.30673,142.1806,"2018-04-17T14:04:50",10
"NSACHC0003","NS",20180418,-29.21309,141.8955,"2018-04-18T11:15:14",5
"NSACHC0004","NS",20180418,-29.06618,141.8645,"2018-04-18T15:51:01",6
"NSACOP0001","NS",20180410,-32.59106,145.5407,"2018-04-10T11:32:44",5
"NSACOP0002","NS",20180411,-32.60452,145.6653,"2018-04-11T15:01:29",7
"NSAMDD0001","NS",20140527,-34.18392,142.5602,"2014-05-27T00:00:00",15
"NSAMDD0002","NS",20140528,-34.20482,142.6026,"2014-05-28T00:00:00",12
"NSAMDD0003","NS",20140528,-34.20754,142.6041,"2014-05-28T00:00:00",12
"NSAMDD0004","NS",20140529,-34.16537,142.5594,"2014-05-29T00:00:00",17
"NSAMDD0005","NS",20140530,-33.65619,143.2039,"2014-05-30T00:00:00",21
"NSAMDD0006","NS",20140530,-33.66432,143.1665,"2014-05-30T00:00:00",16
"NSAMDD0007","NS",20140530,-33.37998,141.1608,"2014-05-30T00:00:00",13
"NSAMDD0008","NS",20140601,-33.43096,141.072,"2014-06-01T00:00:00",19
"NSAMDD0009","NS",20140601,-33.44049,141.0655,"2014-06-01T00:00:00",11
"NSAMDD0010","NS",20140602,-33.4076,141.2935,"2014-06-02T00:00:00",12
"NSAMDD0011","NS",20140602,-33.43882,141.0127,"2014-06-02T00:00:00",7
"NSAMDD0012","NS",20140603,-33.26316,141.2662,"2014-06-03T00:00:00",1
"NSAMDD0013","NS",20140604,-33.23765,141.1065,"2014-06-04T12:00:00",21
"NSAMDD0014","NS",20140604,-33.16794,141.1918,"2014-06-04T00:00:00",10
"NSAMDD0015","NS",20140605,-33.31182,141.0901,"2014-06-05T00:00:00",15
"NSAMDD0016","NS",20140605,-33.28229,141.0898,"2014-06-05T00:00:00",22
"NSAMDD0017","NS",20140806,-33.66876,145.5664,"2014-08-06T00:00:00",19
"NSAMDD0018","NS",20140806,-33.56723,145.784,"2014-08-06T14:33:43",28
"NSAMDD0019","NS",20140807,-33.19215,145.6994,"2014-08-07T11:05:01",16
"NSAMDD0020","NS",20140807,-33.2068,145.7086,"2014-08-07T16:29:11",16
"NSAMDD0021","NS",20140808,-33.20084,145.7172,"2014-08-08T12:29:16",21
"NSAMDD0022","NS",20140809,-33.22522,145.7602,"2014-08-09T08:19:04",17
"NSAMDD0023","NS",20140810,-32.69009,144.6498,"2014-08-10T08:59:38",24
"NSAMDD0024","NS",20140810,-32.68221,144.6275,"2014-08-10T14:05:25",14
"NSAMDD0025","NS",20140812,-31.60859,144.247,"2014-08-12T00:00:00",12
"NSAMDD0026","NS",20140812,-31.62801,144.2012,"2014-08-12T14:26:59",9
"NSAMDD0027","NS",20140813,-31.48692,144.1896,"2014-08-13T09:26:55",11
"NSAMDD0028","NS",20140813,-31.49144,144.1828,"2014-08-13T15:02:08",18
"NSAMDD0029","NS",20140814,-31.33252,144.367,"2014-08-14T10:39:55",19
"NSAMDD0030","NS",20140814,-31.31793,144.3638,"2014-08-14T14:47:24",20
"NSAMDD0031","NS",20180411,-32.58627,145.4922,"2018-04-11T10:34:32",11
"NSAMDD0032","NS",20180412,-32.74325,145.4209,"2018-04-12T09:18:03",13
"NSAMUL0001","NS",20180414,-29.24619,145.0093,"2018-04-14T09:11:07",6
"NSAMUL0002","NS",20180414,-29.21015,145.0424,"2018-04-14T15:09:46",13
"NSAMUL0003","NS",20180415,-29.18589,145.0571,"2018-04-15T10:29:41",11
"NSAMUL0004","NS",20180415,-29.16999,145.0669,"2018-04-15T14:47:42",5
"NSANAN0001","NS",20180516,-30.28374,150.1527,"2018-05-16T14:53:06",17
"NSANAN0002","NS",20180516,-30.28228,150.1521,"2018-05-16T14:46:51",15
"NSANET0001","NS",20180518,-29.25648,151.7079,"2018-05-18T09:05:18",33
"NSANET0002","NS",20190313,-30.40673,151.6358,"2019-03-13T11:05:34",9
"NSANET0003","NS",20190314,-30.40192,151.6237,"2019-03-14T09:10:27",13
"NSANET0004","NS",20190314,-30.41821,151.6109,"2019-03-14T16:06:37",13
"NSANSS0001","NS",20180509,-32.74986,148.3477,"2018-05-09T15:45:00",16
"NSANSS0002","NS",20180509,-32.83523,148.324,"2018-05-09T15:24:22",24
"NSTNSS0001","NS",20151118,-33.08391,150.2281,"2015-11-18T12:04:14",10
"NSTSYB0001","NS",20151111,-33.67334,151.135,"2015-11-11T12:11:06",48
"NSTSYB0002","NS",20151112,-33.59471,150.6259,"2015-11-12T11:50:49",40
"NSTSYB0003","NS",20151114,-33.52669,150.5658,"2015-11-14T11:47:52",39
"NSTSYB0004","NS",20151115,-33.70502,150.4564,"2015-11-15T13:42:38",47
"NSTSYB0005","NS",20151117,-33.64791,150.3192,"2015-11-17T11:33:02",32
"NSTSYB0006","NS",20151119,-33.31101,150.2512,"2015-11-19T09:36:46",24
"NSTSYB0007","NS",20151120,-33.32937,150.1397,"2015-11-20T09:31:17",27
"NSTSYB0008","NS",20151121,-33.22035,150.0272,"2015-11-21T13:03:00",24
"NSTSYB0009","NS",20151120,-33.57883,150.3646,"2015-11-20T00:00:00",51
"NTAARP0001","NT",20160602,-13.55729,132.2701,"2016-06-02T08:52:59",44
"NTAARP0002","NT",20160602,-13.54561,132.2944,"2016-06-02T17:24:35",36
"NTAARP0003","NT",20160603,-13.51697,132.4571,"2016-06-03T14:50:55",21
"NTAARP0004","NT",20180304,-12.69178,132.9865,"2018-03-04T00:00:00",46
"NTAARP0004","NT",20210606,-12.69178,132.9865,"2021-06-06T00:00:00",31
"NTAARP0005","NT",20180323,-12.72723,132.985,"2018-03-23T00:00:00",28
"NTAARP0005","NT",20210604,-12.72723,132.985,"2021-06-04T00:00:00",31
"NTABRT0001","NT",20120319,-22.2836,133.2473,"2012-03-19T00:00:00",21
"NTABRT0001","NT",20200801,-22.2836,133.2473,"2020-08-01T12:21:49",24
"NTABRT0002","NT",20120321,-22.28367,133.2506,"2012-03-21T12:00:00",19
"NTABRT0002","NT",20200731,-22.28367,133.2506,"2020-07-31T15:47:57",27
"NTABRT0003","NT",20120322,-22.28358,133.2699,"2012-03-22T00:00:00",17
"NTABRT0003","NT",20200801,-22.28358,133.2699,"2020-08-01T16:58:47",25
"NTABRT0004","NT",20120323,-22.28981,133.6164,"2012-03-23T12:00:00",19
"NTABRT0004","NT",20200808,-22.28981,133.6164,"2020-08-08T18:45:56",26
"NTABRT0005","NT",20120324,-22.29108,133.6121,"2012-03-24T00:00:00",17
"NTABRT0005","NT",20200802,-22.29108,133.6121,"2020-08-02T12:02:00",26
"NTABRT0006","NT",20120324,-22.28908,133.6133,"2012-03-24T00:00:00",17
"NTABRT0006","NT",20200808,-22.28908,133.6133,"2020-08-08T11:29:33",31
"NTABRT0007","NT",20200807,-22.28835,133.6381,"2020-08-07T13:59:44",17
"NTABRT0008","NT",20200809,-21.90425,133.4484,"2020-08-09T15:55:26",11
"NTADAC0001","NT",20130528,-13.15835,130.7779,"2013-05-28T00:00:00",17
"NTADAC0002","NT",20160506,-12.73922,132.3403,"2016-05-06T09:17:06",30
"NTADMR0001","NT",20200803,-19.3531,134.5674,"2020-08-03T17:22:18",14
"NTADMR0002","NT",20200804,-19.57508,134.2031,"2020-08-04T10:54:06",11
"NTAFIN0001","NT",20111020,-24.1243,133.4679,"2011-10-20T12:00:00",26
"NTAFIN0001","NT",20160304,-24.1243,133.4679,"2016-03-04T00:00:00",19
"NTAFIN0001","NT",20190526,-24.1243,133.4679,"2019-05-26T15:22:10",18
"NTAFIN0002","NT",20110923,-24.00942,133.4343,"2011-09-23T00:00:00",27
"NTAFIN0002","NT",20160305,-24.00942,133.4343,"2016-03-05T00:00:00",24
"NTAFIN0002","NT",20190528,-24.00942,133.4343,"2019-05-28T11:50:00",23
"NTAFIN0003","NT",20110924,-24.1322,133.477,"2011-09-24T00:00:00",10
"NTAFIN0003","NT",20160304,-24.1322,133.477,"2016-03-04T00:00:00",13
"NTAFIN0003","NT",20190525,-24.1322,133.477,"2019-05-25T14:16:31",12
"NTAFIN0004","NT",20111006,-24.18724,133.3764,"2011-10-06T00:00:00",17
"NTAFIN0004","NT",20160302,-24.18724,133.3764,"2016-03-02T00:00:00",13
"NTAFIN0004","NT",20190526,-24.18724,133.3764,"2019-05-26T08:56:27",14
"NTAFIN0005","NT",20111005,-24.1965,133.3739,"2011-10-05T00:00:00",16
"NTAFIN0005","NT",20160306,-24.1965,133.3739,"2016-03-06T00:00:00",12
"NTAFIN0005","NT",20190525,-24.1965,133.3739,"2019-05-25T17:36:23",10
"NTAFIN0006","NT",20111007,-24.17759,133.3794,"2011-10-07T00:00:00",5
"NTAFIN0006","NT",20160306,-24.17759,133.3794,"2016-03-06T00:00:00",21
"NTAFIN0006","NT",20190526,-24.17759,133.3794,"2019-05-26T17:34:12",18
"NTAFIN0007","NT",20111012,-23.94119,133.436,"2011-10-12T00:00:00",16
"NTAFIN0007","NT",20160302,-23.94119,133.436,"2016-03-02T00:00:00",18
"NTAFIN0007","NT",20190528,-23.94119,133.436,"2019-05-28T15:32:25",17
"NTAFIN0008","NT",20111013,-23.93063,133.4155,"2011-10-13T00:00:00",6
"NTAFIN0008","NT",20160303,-23.93063,133.4155,"2016-03-03T09:56:02",13
"NTAFIN0008","NT",20190530,-23.93063,133.4155,"2019-05-30T09:09:34",10
"NTAFIN0009","NT",20111017,-24.12802,133.3909,"2011-10-17T00:00:00",10
"NTAFIN0009","NT",20160306,-24.12802,133.3909,"2016-03-06T00:00:00",22
"NTAFIN0009","NT",20190527,-24.12802,133.3909,"2019-05-27T15:48:13",19
"NTAFIN0010","NT",20111018,-24.13329,133.3733,"2011-10-18T00:00:00",14
"NTAFIN0010","NT",20160307,-24.13329,133.3733,"2016-03-07T00:00:00",24
"NTAFIN0010","NT",20190527,-24.13329,133.3733,"2019-05-27T13:35:17",22
"NTAFIN0011","NT",20111020,-24.16188,133.3272,"2011-10-20T00:00:00",19
"NTAFIN0011","NT",20160306,-24.16188,133.3272,"2016-03-06T00:00:00",23
"NTAFIN0011","NT",20190527,-24.16188,133.3272,"2019-05-27T10:16:22",19
"NTAFIN0012","NT",20111104,-24.56923,133.1421,"2011-11-04T00:00:00",8
"NTAFIN0013","NT",20111105,-24.54154,133.1846,"2011-11-05T00:00:00",27
"NTAFIN0014","NT",20111107,-24.53091,133.1695,"2011-11-07T00:00:00",15
"NTAFIN0015","NT",20111108,-24.5157,133.2228,"2011-11-08T00:00:00",6
"NTAFIN0016","NT",20111109,-24.48436,133.303,"2011-11-09T00:00:00",11
"NTAFIN0017","NT",20111129,-24.37749,132.9603,"2011-11-29T00:00:00",6
"NTAFIN0018","NT",20111130,-24.36466,132.9494,"2011-11-30T00:00:00",26
"NTAFIN0019","NT",20111201,-24.35818,132.9357,"2011-12-01T00:00:00",23
"NTAFIN0020","NT",20111207,-24.66857,133.4017,"2011-12-07T00:00:00",17
"NTAFIN0021","NT",20111208,-24.67202,133.4639,"2011-12-08T00:00:00",9
"NTAFIN0022","NT",20111209,-24.63119,133.4522,"2011-12-09T00:00:00",19
"NTAFIN0023","NT",20111210,-24.55977,133.4374,"2011-12-10T00:00:00",17
"NTAFIN0024","NT",20120213,-24.91757,133.6592,"2012-02-13T00:00:00",11
"NTAFIN0025","NT",20120214,-24.81836,133.6765,"2012-02-14T00:00:00",22
"NTAFIN0026","NT",20120314,-23.90726,133.7499,"2012-03-14T00:00:00",26
"NTAFIN0027","NT",20120326,-23.83573,133.6333,"2012-03-26T00:00:00",14
"NTAFIN0028","NT",20120922,-25.76993,133.3931,"2012-09-22T00:00:00",14
"NTAFIN0029","NT",20120923,-25.73747,133.4385,"2012-09-23T00:00:00",15
"NTAFIN0030","NT",20121024,-25.94811,133.7812,"2012-10-24T00:00:00",17
"NTAFIN0031","NT",20121025,-25.89989,133.8966,"2012-10-25T00:00:00",23
"NTAFIN0032","NT",20121101,-23.95377,133.9226,"2012-11-01T00:00:00",22
"NTAFIN0033","NT",20121106,-24.03366,133.9718,"2012-11-06T00:00:00",21
"NTAGFU0001","NT",20120412,-18.90551,137.0693,"2012-04-12T00:00:00",30
"NTAGFU0002","NT",20120413,-18.91812,137.0522,"2012-04-13T00:00:00",18
"NTAGFU0003","NT",20120414,-18.63437,137.1244,"2012-04-14T00:00:00",13
"NTAGFU0004","NT",20120415,-18.62406,137.1235,"2012-04-15T00:00:00",15
"NTAGFU0005","NT",20120416,-18.65319,137.1211,"2012-04-16T00:00:00",24
"NTAGFU0006","NT",20120418,-18.77869,136.8471,"2012-04-18T00:00:00",29
"NTAGFU0007","NT",20120419,-18.77691,136.8262,"2012-04-19T00:00:00",9
"NTAGFU0008","NT",20120420,-18.78608,136.8653,"2012-04-20T00:00:00",12
"NTAGFU0009","NT",20120421,-18.80098,136.9834,"2012-04-21T00:00:00",18
"NTAGFU0010","NT",20120509,-17.89628,137.1006,"2012-05-09T00:00:00",5
"NTAGFU0011","NT",20120510,-17.89571,137.0724,"2012-05-10T00:00:00",29
"NTAGFU0012","NT",20120511,-17.89564,137.019,"2012-05-11T00:00:00",18
"NTAGFU0013","NT",20120512,-17.89591,137.0116,"2012-05-12T00:00:00",29
"NTAGFU0014","NT",20120514,-17.75179,136.9389,"2012-05-14T00:00:00",19
"NTAGFU0015","NT",20120514,-17.74446,136.943,"2012-05-14T00:00:00",18
"NTAGFU0016","NT",20120516,-17.22089,137.2603,"2012-05-16T12:00:00",19
"NTAGFU0017","NT",20120517,-17.3549,137.158,"2012-05-17T00:00:00",31
"NTAGFU0018","NT",20120518,-17.27249,137.1834,"2012-05-18T00:00:00",12
"NTAGFU0019","NT",20120518,-17.21774,137.2363,"2012-05-18T00:00:00",30
"NTAGFU0020","NT",20120605,-16.72487,135.9633,"2012-06-05T00:00:00",25
"NTAGFU0021","NT",20120606,-16.7154,135.9429,"2012-06-06T00:00:00",16
"NTAGFU0022","NT",20120607,-16.73101,135.9634,"2012-06-07T00:00:00",10
"NTAGFU0023","NT",20120609,-16.82389,135.83,"2012-06-09T00:00:00",19
"NTAGFU0024","NT",20120610,-16.826,135.8932,"2012-06-10T00:00:00",13
"NTAGFU0025","NT",20120610,-16.82524,135.8552,"2012-06-10T00:00:00",15
"NTAGFU0026","NT",20120612,-15.80912,135.4061,"2012-06-12T00:00:00",23
"NTAGFU0027","NT",20120613,-15.67927,135.4606,"2012-06-13T00:00:00",29
"NTAGFU0028","NT",20120614,-15.62924,135.4598,"2012-06-14T00:00:00",28
"NTAGFU0029","NT",20120615,-15.5381,135.409,"2012-06-15T00:00:00",31
"NTAGFU0030","NT",20120705,-14.1349,134.3778,"2012-07-05T00:00:00",26
"NTAGFU0031","NT",20120706,-14.12586,134.3867,"2012-07-06T00:00:00",22
"NTAGFU0032","NT",20120707,-14.15062,134.3736,"2012-07-07T00:00:00",17
"NTAGFU0033","NT",20120708,-14.17696,134.3555,"2012-07-08T00:00:00",23
"NTAGFU0034","NT",20120709,-14.06223,134.4216,"2012-07-09T00:00:00",9
"NTAGFU0035","NT",20120710,-14.04786,134.4207,"2012-07-10T00:00:00",21
"NTAGFU0036","NT",20120711,-14.67457,133.863,"2012-07-11T00:00:00",16
"NTAGFU0037","NT",20120712,-14.67367,133.8924,"2012-07-12T00:00:00",11
"NTAGFU0038","NT",20120712,-14.68998,133.8937,"2012-07-12T00:00:00",10
"NTAGFU0039","NT",20120714,-14.6768,133.8823,"2012-07-14T00:00:00",29
"NTAGFU0040","NT",20120715,-14.67371,133.8448,"2012-07-15T00:00:00",40
"NTAGFU0041","NT",20160502,-14.77999,132.8915,"2016-05-02T11:48:10",36
"NTAMAC0001","NT",20141006,-23.96591,133.3723,"2014-10-06T11:29:31",22
"NTAMAC0001","NT",20190529,-23.96591,133.3723,"2019-05-29T13:10:06",16
"NTAMAC0002","NT",20141007,-23.96164,133.4035,"2014-10-07T09:44:00",11
"NTAMAC0002","NT",20190529,-23.96164,133.4035,"2019-05-29T11:01:54",12
"NTAMAC0003","NT",20141006,-23.95909,133.4085,"2014-10-06T00:00:00",16
"NTAMAC0003","NT",20190529,-23.95909,133.4085,"2019-05-29T14:18:07",13
"NTAMGD0001","NT",20140313,-20.02302,137.3271,"2014-03-13T00:00:00",21
"NTAMGD0002","NT",20140312,-20.02464,137.3258,"2014-03-12T00:00:00",37
"NTAMGD0003","NT",20160428,-17.35821,133.4389,"2016-04-28T09:38:07",47
"NTAMGD0004","NT",20160429,-17.52132,133.5235,"2016-04-29T09:01:26",39
"NTAMGD0005","NT",20160429,-17.45585,133.4836,"2016-04-29T14:35:35",27
"NTAPCK0001","NT",20160504,-12.67578,132.8181,"2016-05-04T15:12:47",34
"NTAPCK0002","NT",20160505,-12.82043,132.7935,"2016-05-05T13:41:51",40
"NTAPCK0003","NT",20180312,-12.6255,132.8539,"2018-03-12T12:00:00",47
"NTAPCK0003","NT",20210602,-12.6255,132.8539,"2021-06-02T00:00:00",36
"NTAPCK0004","NT",20180319,-12.62383,132.8607,"2018-03-19T12:00:00",39
"NTAPCK0004","NT",20210603,-12.62383,132.8607,"2021-06-03T00:00:00",41
"NTAPCK0005","NT",20210603,-12.57337,132.8388,"2021-06-03T00:00:00",13
"NTAPCK0006","NT",20180409,-12.64993,132.8656,"2018-04-09T12:00:00",45
"NTAPCK0006","NT",20210606,-12.64993,132.8656,"2021-06-06T00:00:00",57
"NTAPCK0007","NT",20180305,-12.69368,132.8543,"2018-03-05T12:00:00",41
"NTAPCK0007","NT",20210607,-12.69368,132.8543,"2021-06-07T00:00:00",51
"NTAPCK1009","NT",20190304,-12.67194,132.9423,"2019-03-04T12:00:00",33
"NTAPCK1010","NT",20190304,-12.67691,132.9648,"2019-03-04T12:00:00",42
"NTAPCK1011","NT",20210308,-12.7012,132.9298,"2021-03-08T12:00:00",34
"NTAPCK1012","NT",20210308,-12.70221,132.9329,"2021-03-08T12:00:00",33
"NTAPCK2013","NT",20190311,-12.70617,132.9274,"2019-03-11T12:00:00",67
"NTAPCK2014","NT",20190311,-12.69911,132.9305,"2019-03-11T12:00:00",59
"NTASSD0001","NT",20120818,-25.30979,136.307,"2012-08-18T00:00:00",14
